url,page_type,root_spelling,pitch_class,inferred_topics,review_note
https://www.pianochord.org/dminmaj9-sharp.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm7-alternative-bass.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dminmaj7.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dminmaj9.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm7-flat-m7b5.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm7-sharp-m7b5.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/dm7-m7b5.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-alternative-bass.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/em-alternative-bass.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e7-alternative-bass.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e9-sus.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-altered.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e7minus9.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e7plus9.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e7plus11.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e13plus11.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e13minus9.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-flat-altered.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-flat-7minus9.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-flat-7plus9.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-flat-7plus11.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-flat-13plus11.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-flat-13minus9.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e7-sus.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-add11.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/em-flat-alternative-bass.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e9-flat-sus.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e7-flat-sus.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-flat-add11.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/em-flat-6-9.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/em6-9.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/eminmaj7-flat.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/eminmaj9-flat.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/em7-alternative-bass.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/eminmaj7.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/eminmaj9.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/em7-flat-m7b5.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/em7-m7b5.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-alternative-bass.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fm-alternative-bass.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f7-alternative-bass.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-altered.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f7minus9.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f7plus9.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f7plus11.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f13plus11.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f13minus9.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-sharp-altered.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-sharp-7minus9.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-sharp-7plus9.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-sharp-7plus11.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-sharp-13plus11.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-sharp-13minus9.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f7-sus.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-add11.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fm-sharp-alternative-bass.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f9-sharp-sus.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f7-sharp-sus.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-sharp-add11.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fm-sharp-6-9.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fm6-9.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fminmaj7-sharp.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fminmaj9-sharp.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fm7-alternative-bass.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fminmaj7.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fminmaj9.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fm7-sharp-m7b5.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/fm7-m7b5.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-alternative-bass.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm-alternative-bass.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g7-alternative-bass.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g9-sus.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-altered.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g7minus9.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g7plus9.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g7plus11.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g13plus11.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g13minus9.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-flat-altered.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-flat-7minus9.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-flat-7plus9.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-flat-7plus11.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-flat-13plus11.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-flat-13minus9.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-sharp-altered.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-sharp-7minus9.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-sharp-7plus9.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-sharp-7plus11.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-sharp-13plus11.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-sharp-13minus9.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g7-sus.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-add11.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm-flat-alternative-bass.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g9-flat-sus.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g7-flat-sus.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-flat-add11.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm-sharp-alternative-bass.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g9-sharp-sus.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g7-sharp-sus.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-sharp-add11.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm-flat-6-9.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm-sharp-6-9.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm6-9.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gminmaj7-flat.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gminmaj9-flat.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gminmaj7-sharp.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gminmaj9-sharp.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm7-alternative-bass.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gminmaj7.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gminmaj9.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm7-flat-m7b5.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm7-sharp-m7b5.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/gm7-m7b5.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c7plusmaj9.html,Unclassified,C,0,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/c-sharp-7plusmaj9.html,Unclassified,C#,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-flat-7plusmaj9.html,Unclassified,Db,1,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d7plusmaj9.html,Unclassified,D,2,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/d-sharp-7plusmaj9.html,Unclassified,D#,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e-flat-7plusmaj9.html,Unclassified,Eb,3,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/e7plusmaj9.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f7plusmaj9.html,Unclassified,F,5,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/f-sharp-7plusmaj9.html,Unclassified,F#,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-flat-7plusmaj9.html,Unclassified,Gb,6,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g7plusmaj9.html,Unclassified,G,7,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/g-sharp-7plusmaj9.html,Unclassified,G#,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/a-flat-7plusmaj9.html,Unclassified,Ab,8,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/a7plusmaj9.html,Unclassified,A,9,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/a-sharp-7plusmaj9.html,Unclassified,A#,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b-flat-7plusmaj9.html,Unclassified,Bb,10,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/b7plusmaj9.html,Unclassified,B,11,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/play-classical-music.html,Unclassified,,,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
https://www.pianochord.org/ebooks.html,Unclassified,E,4,,URL-pattern matcher did not assign a quality. Do not treat as D minor or flatten a trailing b. Manual review required; not proof of absence.
