url,page_type,batch,origin_commit,origin_date,source_file,original_keyword_mapping,keyword_volume_at_introduction,reason_evidence,confidence
/chords/b-maj7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/b-major,detail,ORIGINAL_MAPPED_OR_HUB,bdcc2e134b59c109fbdc7d78434474ddca8eb382,2026-09-11T20:45:39+08:00,src/lib/site-routes.ts,b chord piano,3600,"First Git definition from src/lib/site-routes.ts at bdcc2e134b59c109fbdc7d78434474ddca8eb382. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano reference content and update hero",MEDIUM
/chords/b-minor,detail,N1_MAJOR_MINOR_EXPANSION,4e3371e6aec6003671e00c2301d1193272cfd8b0,2026-09-12T07:20:13+08:00,docs/pianogrid-chords-next-expansion/04_details_next,none in original URL-plan keyword file,UNKNOWN,"First Git definition from docs/pianogrid-chords-next-expansion/04_details_next at 4e3371e6aec6003671e00c2301d1193272cfd8b0. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano chord reference pages",HIGH
/chords/b-sus2,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/b-sus4,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/by-key,structure,STRUCTURE,c9098d857926aef220ec08faec3dd9900655918c,2026-09-11T23:26:48+08:00,src/lib/site-routes.ts,chords of key,1900,"First Git definition from src/lib/site-routes.ts at c9098d857926aef220ec08faec3dd9900655918c. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish complete chord reference system",MEDIUM
/chords/c-7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/c-add9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/c-augmented,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/c-diminished,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/c-flat-major,detail,ORIGINAL_MAPPED_OR_HUB,c9098d857926aef220ec08faec3dd9900655918c,2026-09-11T23:26:48+08:00,src/lib/site-routes.ts,cb piano chord,260,"First Git definition from src/lib/site-routes.ts at c9098d857926aef220ec08faec3dd9900655918c. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish complete chord reference system",MEDIUM
/chords/c-m7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/c-m7-flat5,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/c-madd9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/c-maj7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/c-major,detail,ORIGINAL_MAPPED_OR_HUB,f5367c6a087a042d0f82a981317c0182c63c6544,2026-09-10T19:27:03+08:00,src/lib/site-routes.ts,c chords piano,480,"First Git definition from src/lib/site-routes.ts at f5367c6a087a042d0f82a981317c0182c63c6544. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish initial PianoGrid routes",MEDIUM
/chords/c-minor,detail,ORIGINAL_MAPPED_OR_HUB,bdcc2e134b59c109fbdc7d78434474ddca8eb382,2026-09-11T20:45:39+08:00,src/lib/site-routes.ts,c minor in piano,260,"First Git definition from src/lib/site-routes.ts at bdcc2e134b59c109fbdc7d78434474ddca8eb382. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano reference content and update hero",MEDIUM
/chords/c-sharp-minor,detail,N1_MAJOR_MINOR_EXPANSION,4e3371e6aec6003671e00c2301d1193272cfd8b0,2026-09-12T07:20:13+08:00,docs/pianogrid-chords-next-expansion/04_details_next,none in original URL-plan keyword file,UNKNOWN,"First Git definition from docs/pianogrid-chords-next-expansion/04_details_next at 4e3371e6aec6003671e00c2301d1193272cfd8b0. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano chord reference pages",HIGH
/chords/c-sus2,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/c-sus4,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/d-7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/d-add9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/d-augmented,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/d-diminished,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/d-flat-7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/d-flat-add9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/d-flat-augmented,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/d-flat-diminished,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/d-flat-m7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/d-flat-m7-flat5,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/d-flat-madd9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/d-flat-maj7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/d-flat-major,detail,N1_MAJOR_MINOR_EXPANSION,4e3371e6aec6003671e00c2301d1193272cfd8b0,2026-09-12T07:20:13+08:00,docs/pianogrid-chords-next-expansion/04_details_next,none in original URL-plan keyword file,UNKNOWN,"First Git definition from docs/pianogrid-chords-next-expansion/04_details_next at 4e3371e6aec6003671e00c2301d1193272cfd8b0. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano chord reference pages",HIGH
/chords/d-flat-sus2,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/d-flat-sus4,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/d-m7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/d-m7-flat5,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/d-madd9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/d-maj7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/d-major,detail,N1_MAJOR_MINOR_EXPANSION,4e3371e6aec6003671e00c2301d1193272cfd8b0,2026-09-12T07:20:13+08:00,docs/pianogrid-chords-next-expansion/04_details_next,none in original URL-plan keyword file,UNKNOWN,"First Git definition from docs/pianogrid-chords-next-expansion/04_details_next at 4e3371e6aec6003671e00c2301d1193272cfd8b0. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano chord reference pages",HIGH
/chords/d-minor,detail,N1_MAJOR_MINOR_EXPANSION,4e3371e6aec6003671e00c2301d1193272cfd8b0,2026-09-12T07:20:13+08:00,docs/pianogrid-chords-next-expansion/04_details_next,none in original URL-plan keyword file,UNKNOWN,"First Git definition from docs/pianogrid-chords-next-expansion/04_details_next at 4e3371e6aec6003671e00c2301d1193272cfd8b0. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand piano chord reference pages",HIGH
/chords/d-sus2,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/d-sus4,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/diminished,family,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/e-7,detail,N2C,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2c/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2c/03_details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2C pack schema sets seo.keywordVolume to null for 1 family + 48 detail URLs (four seventh types × 12 roots).",HIGH
/chords/e-add9,detail,N2D,49e003e11571a4dd29e428236d3cd13da0f6ed70,2026-09-13T08:03:25+08:00,docs/pianogrid-chords-n2d-v2/03_content/details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2d-v2/03_content/details at 49e003e11571a4dd29e428236d3cd13da0f6ed70. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: publish seventh and add chord families N2D batch name exists in docs/pianogrid-chords-n2d-v2 (schema N2D-2.0). First Git commit of that directory is the Add9/MinorAdd9 introduction; it is the same commit that also added N2C files.",HIGH
/chords/e-augmented,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
/chords/e-diminished,detail,N2B,b91d176ef9209d1bbc886660187daeb4ba7e49c5,2026-09-12T08:34:09+08:00,docs/pianogrid-chords-n2b/03_details,none in original URL-plan keyword file,null,"First Git definition from docs/pianogrid-chords-n2b/03_details at b91d176ef9209d1bbc886660187daeb4ba7e49c5. origin_date is the commit author date (implementation/submit), not a production publish date. Historical docs that say Published can coexist with undeployed status; sitemap lastmod and file mtime were not used. Commit subject: feat: expand chord families through N2B N2B pack schema sets seo.keywordVolume to null for 3 family + 48 detail URLs (12 dim / 12 aug / 12 sus2 / 12 sus4).",HIGH
