url,page_type,family,strict_spelling_topic_urls,enharmonic_candidate_urls,match_state,action
/chords/g-m7-flat5,Detail,Half-diminished 7,https://www.pianochord.org/gm7b5.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-madd9,Detail,Minor Add9,https://www.pianochord.org/gm-add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-maj7,Detail,Major 7,https://www.pianochord.org/gmaj7.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-major,Detail,Major,https://www.pianochord.org/g-major.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-minor,Detail,Minor,https://www.pianochord.org/gm.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-sharp-minor,Detail,Minor,https://www.pianochord.org/gm-sharp.html,https://www.pianochord.org/am-flat.html,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-sus2,Detail,Sus2,https://www.pianochord.org/g-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/g-sus4,Detail,Sus4,https://www.pianochord.org/g-sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/major,Family,Major,https://www.pianochord.org/major.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/minor,Family,Minor,https://www.pianochord.org/minor.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/seventh,Family,Seventh,https://www.pianochord.org/seventh.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/diminished,Family,Diminished,https://www.pianochord.org/dim.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/augmented,Family,Augmented,https://www.pianochord.org/aug.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/suspended,Family,Suspended,https://www.pianochord.org/sus.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/add,Family,Add,https://www.pianochord.org/add.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/extended,Family,Extended,https://www.pianochord.org/extended.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/altered,Family,Altered,https://www.pianochord.org/altered.html,,PATTERN_MATCH_REVIEW_CONTENT,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords,Structure,Hub,,,NO_PATTERN_MATCH_NOT_PROOF_OF_ABSENCE,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/finder,Structure,Finder,,,NO_PATTERN_MATCH_NOT_PROOF_OF_ABSENCE,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chords/by-key,Structure,By-key,,,NO_PATTERN_MATCH_NOT_PROOF_OF_ABSENCE,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
/chord-progressions,Structure,Progressions,,,NO_PATTERN_MATCH_NOT_PROOF_OF_ABSENCE,NO_AUTOMATIC_URL_OR_INDEX_CHANGE
