url,lastmod,source_sitemap,page_type,root_spelling,pitch_class,inferred_topics,evidence
https://www.pianochord.org/am13-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Minor 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Minor 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj13-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Ab,8,Major 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj13-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A#,10,Major 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/amaj13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Major 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/am-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,A,9,Minor Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b.html,,https://www.pianochord.org/sitemap.xml,Root hub,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-filter.html,,https://www.pianochord.org/sitemap.xml,Root collection,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-major.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Major,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Minor,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Dominant 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-extended.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Dominant 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b9-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Dominant 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Dominant 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Power chord,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-altered.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7-5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Altered candidate,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7minus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7plus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7plus11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b13plus11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b13minus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-altered.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-7-5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Altered candidate,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-7minus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-7plus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-7plus11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-13plus11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-13minus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-sus.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Sus2;Sus4,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-dim.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Diminished,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-dim7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Diminished 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-aug.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Augmented,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-aug7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Augmented 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-add11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat.html,,https://www.pianochord.org/sitemap.xml,Root hub,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-filter.html,,https://www.pianochord.org/sitemap.xml,Root collection,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-major.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Major,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Minor,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm-flat-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b6-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Major 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b6.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Major 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-6-9.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,6/9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b6-9.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,6/9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Dominant 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-extended.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Dominant 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b9-flat-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Dominant 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Dominant 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Power chord,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-sus.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Sus2;Sus4,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b7-flat-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-dim.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Diminished,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-dim7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Diminished 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-aug.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Augmented,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-aug7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Augmented 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/b-flat-add11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm-flat-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Minor Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm6-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Minor 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm6.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Minor 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm-flat-6-9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm6-9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm7-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Minor 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bminmaj7-flat.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bminmaj9-flat.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Minor 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm7-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bminmaj7.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bminmaj9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm7-flat-m7b5.html,,https://www.pianochord.org/sitemap.xml,Unclassified,Bb,10,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm7-m7b5.html,,https://www.pianochord.org/sitemap.xml,Unclassified,B,11,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bmaj7-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Major 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bmaj7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Major 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bmaj9-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Major 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bmaj9.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Major 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm9-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Minor 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm9.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Minor 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm11-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Minor 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Minor 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bmaj11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Major 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bmaj11-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Major 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm13-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Minor 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Minor 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bmaj13-flat.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,Bb,10,Major 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bmaj13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Major 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/bm-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,B,11,Minor Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c.html,,https://www.pianochord.org/sitemap.xml,Root hub,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-filter.html,,https://www.pianochord.org/sitemap.xml,Root collection,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-major.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Major,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/cm.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Minor,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/cm-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c6-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Major 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c6.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Major 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-6-9.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,6/9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c6-9.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,6/9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Dominant 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-extended.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Dominant 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c9-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Dominant 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Dominant 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Power chord,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-altered.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7-5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Altered candidate,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7minus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7plus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7plus11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c13plus11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c13minus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-altered.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-7-5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Altered candidate,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-7minus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-7plus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-7plus11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-13plus11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-13minus9.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sus.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Sus2;Sus4,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-dim.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Diminished,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-dim7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Diminished 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-aug.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Augmented,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-aug7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Augmented 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-add11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C,0,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp.html,,https://www.pianochord.org/sitemap.xml,Root hub,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-filter.html,,https://www.pianochord.org/sitemap.xml,Root collection,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-major.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Major,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/cm-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Minor,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/cm-sharp-alternative-bass.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Dominant 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-extended.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Dominant 9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c9-sharp-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-11.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Dominant 11,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-13.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Dominant 13,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-5.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Power chord,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-sus.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Sus2;Sus4,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c7-sharp-sus.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-dim.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Diminished,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-dim7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Diminished 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-aug.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Augmented,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-aug7.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Augmented 7,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/c-sharp-add11.html,,https://www.pianochord.org/sitemap.xml,Unclassified,C#,1,,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/cm-sharp-add.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Minor Add9,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/cm6-sharp.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C#,1,Minor 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
https://www.pianochord.org/cm6.html,,https://www.pianochord.org/sitemap.xml,Detail candidate,C,0,Minor 6,XML_MEMBER_URL_PATTERN_NOT_CONTENT_VERIFIED
