url	keyword	role	source_group_id	historical_volume_us	volume_status	coverage	limits	evidence_status
/chord-progressions	piano chord progressions pdf	baseline_variant_or_same_page_task	P173		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	cool chord progressions	baseline_variant_or_same_page_task	P177		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	beautiful chord progressions	baseline_variant_or_same_page_task	P177		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	cool chord sequences	baseline_variant_or_same_page_task	P177		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	pretty piano chord progressions	baseline_variant_or_same_page_task	P177		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chord-progressions	how to make chord progressions	baseline_variant_or_same_page_task	P237		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/finder	chord finder piano	primary	P153	1300	original supplied estimate, not current	prepared_not_implemented		[已核实] baseline mapping
/chords/finder	chord namer piano	baseline_variant_or_same_page_task	P153		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/finder	piano chord namer	baseline_variant_or_same_page_task	P153		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/finder	what chord is this piano	baseline_variant_or_same_page_task	P153		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/finder	name chord piano	baseline_variant_or_same_page_task	P153		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
/chords/finder	naming chords piano	baseline_variant_or_same_page_task	P153		not supplied / not measured	prepared_not_implemented		[已核实] baseline mapping
