url,family,chord_name,candidate_keyword_1,candidate_keyword_2,candidate_keyword_3,current_title,current_h1,original_mapping,volume_us,status
/chords/c-diminished,Diminished,C Diminished,c diminished chord,c diminished piano chord,cdim piano chord,C Diminished Piano Chord (Cdim): Notes & Inversions | PianoGrid,C Diminished Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/c-sus2,Sus2,C Suspended 2nd,csus2 chord,c sus2 chord,c sus2 piano chord,C Suspended 2nd Piano Chord (Csus2): Notes & Inversions,C Suspended 2nd Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/c-sus4,Sus4,C Suspended 4th,csus4 chord,c sus4 chord,c sus4 piano chord,C Suspended 4th Piano Chord (Csus4): Notes & Inversions,C Suspended 4th Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-augmented,Augmented,D Augmented,d augmented chord,d augmented piano chord,daug piano chord,D Augmented Piano Chord (Daug): Notes & Inversions | PianoGrid,D Augmented Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-diminished,Diminished,D Diminished,d diminished chord,d diminished piano chord,ddim piano chord,D Diminished Piano Chord (Ddim): Notes & Inversions | PianoGrid,D Diminished Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-flat-augmented,Augmented,D♭ Augmented,d flat augmented chord,db augmented chord,d flat augmented piano chord,D♭ Augmented Piano Chord (D♭aug): Notes & Inversions | PianoGrid,D♭ Augmented Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-flat-diminished,Diminished,D♭ Diminished,d flat diminished chord,db diminished chord,d flat diminished piano chord,D♭ Diminished Piano Chord (D♭dim): Notes & Inversions,D♭ Diminished Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-flat-sus2,Sus2,D♭ Suspended 2nd,dbsus2 chord,d flat sus2 chord,d flat sus2 piano chord,D♭ Suspended 2nd Piano Chord (D♭sus2): Notes & Inversions,D♭ Suspended 2nd Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-flat-sus4,Sus4,D♭ Suspended 4th,dbsus4 chord,d flat sus4 chord,d flat sus4 piano chord,D♭ Suspended 4th Piano Chord (D♭sus4): Notes & Inversions,D♭ Suspended 4th Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-sus2,Sus2,D Suspended 2nd,dsus2 chord,d sus2 chord,d sus2 piano chord,D Suspended 2nd Piano Chord (Dsus2): Notes & Inversions,D Suspended 2nd Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-sus4,Sus4,D Suspended 4th,dsus4 chord,d sus4 chord,d sus4 piano chord,D Suspended 4th Piano Chord (Dsus4): Notes & Inversions,D Suspended 4th Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-augmented,Augmented,E Augmented,e augmented chord,e augmented piano chord,eaug piano chord,E Augmented Piano Chord (Eaug): Notes & Inversions | PianoGrid,E Augmented Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-diminished,Diminished,E Diminished,e diminished chord,e diminished piano chord,edim piano chord,E Diminished Piano Chord (Edim): Notes & Inversions | PianoGrid,E Diminished Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-flat-augmented,Augmented,E♭ Augmented,e flat augmented chord,eb augmented chord,e flat augmented piano chord,E♭ Augmented Piano Chord (E♭aug): Notes & Inversions | PianoGrid,E♭ Augmented Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-flat-diminished,Diminished,E♭ Diminished,e flat diminished chord,eb diminished chord,e flat diminished piano chord,E♭ Diminished Piano Chord (E♭dim): Notes & Inversions,E♭ Diminished Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-flat-sus2,Sus2,E♭ Suspended 2nd,ebsus2 chord,e flat sus2 chord,e flat sus2 piano chord,E♭ Suspended 2nd Piano Chord (E♭sus2): Notes & Inversions,E♭ Suspended 2nd Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-flat-sus4,Sus4,E♭ Suspended 4th,ebsus4 chord,e flat sus4 chord,e flat sus4 piano chord,E♭ Suspended 4th Piano Chord (E♭sus4): Notes & Inversions,E♭ Suspended 4th Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-sus2,Sus2,E Suspended 2nd,esus2 chord,e sus2 chord,e sus2 piano chord,E Suspended 2nd Piano Chord (Esus2): Notes & Inversions,E Suspended 2nd Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-sus4,Sus4,E Suspended 4th,esus4 chord,e sus4 chord,e sus4 piano chord,E Suspended 4th Piano Chord (Esus4): Notes & Inversions,E Suspended 4th Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-augmented,Augmented,F Augmented,f augmented chord,f augmented piano chord,faug piano chord,F Augmented Piano Chord (Faug): Notes & Inversions | PianoGrid,F Augmented Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-diminished,Diminished,F Diminished,f diminished chord,f diminished piano chord,fdim piano chord,F Diminished Piano Chord (Fdim): Notes & Inversions | PianoGrid,F Diminished Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-sharp-augmented,Augmented,F♯ Augmented,f sharp augmented chord,f# augmented chord,f sharp augmented piano chord,F♯ Augmented Piano Chord (F♯aug): Notes & Inversions | PianoGrid,F♯ Augmented Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-sharp-diminished,Diminished,F♯ Diminished,f sharp diminished chord,f# diminished chord,f sharp diminished piano chord,F♯ Diminished Piano Chord (F♯dim): Notes & Inversions,F♯ Diminished Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-sharp-sus2,Sus2,F♯ Suspended 2nd,f#sus2 chord,f sharp sus2 chord,f sharp sus2 piano chord,F♯ Suspended 2nd Piano Chord (F♯sus2): Notes & Inversions,F♯ Suspended 2nd Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-sharp-sus4,Sus4,F♯ Suspended 4th,f#sus4 chord,f sharp sus4 chord,f sharp sus4 piano chord,F♯ Suspended 4th Piano Chord (F♯sus4): Notes & Inversions,F♯ Suspended 4th Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-sus2,Sus2,F Suspended 2nd,fsus2 chord,f sus2 chord,f sus2 piano chord,F Suspended 2nd Piano Chord (Fsus2): Notes & Inversions,F Suspended 2nd Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-sus4,Sus4,F Suspended 4th,fsus4 chord,f sus4 chord,f sus4 piano chord,F Suspended 4th Piano Chord (Fsus4): Notes & Inversions,F Suspended 4th Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/g-augmented,Augmented,G Augmented,g augmented chord,g augmented piano chord,gaug piano chord,G Augmented Piano Chord (Gaug): Notes & Inversions | PianoGrid,G Augmented Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/g-diminished,Diminished,G Diminished,g diminished chord,g diminished piano chord,gdim piano chord,G Diminished Piano Chord (Gdim): Notes & Inversions | PianoGrid,G Diminished Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/g-sus2,Sus2,G Suspended 2nd,gsus2 chord,g sus2 chord,g sus2 piano chord,G Suspended 2nd Piano Chord (Gsus2): Notes & Inversions,G Suspended 2nd Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/g-sus4,Sus4,G Suspended 4th,gsus4 chord,g sus4 chord,g sus4 piano chord,G Suspended 4th Piano Chord (Gsus4): Notes & Inversions,G Suspended 4th Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/g-major,Major,G Major,g major chord,g major piano chord,g chord piano,"G Major Piano Chord (G): Notes, Inversions & PDF | PianoGrid",G Major Piano Chord (G),ORIGINAL_URL_PLAN,,UNVERIFIED_DETAIL
/chords/f-major,Major,F Major,f major chord,f major piano chord,f chord piano,"F Major Piano Chord (F): Notes, Inversions & PDF | PianoGrid",F Major Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-minor,Minor,D Minor,d minor chord,d minor piano chord,dm piano chord,"D Minor Piano Chord (Dm): Notes, Inversions & PDF | PianoGrid",D Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-minor,Minor,E Minor,e minor chord,e minor piano chord,em piano chord,"E Minor Piano Chord (Em): Notes, Inversions & PDF | PianoGrid",E Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-major,Major,D Major,d major chord,d major piano chord,d chord piano,"D Major Piano Chord (D): Notes, Inversions & PDF | PianoGrid",D Major Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/b-minor,Minor,B Minor,b minor chord,b minor piano chord,bm piano chord,"B Minor Piano Chord (Bm): Notes, Inversions & PDF | PianoGrid",B Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-sharp-minor,Minor,F-sharp Minor,f sharp minor chord,f# minor chord,f sharp minor piano chord,"F-sharp Minor Piano Chord (F♯m): Notes, Inversions & PDF",F-sharp Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/c-sharp-minor,Minor,C-sharp Minor,c sharp minor chord,c# minor chord,c sharp minor piano chord,"C-sharp Minor Piano Chord (C♯m): Notes, Inversions & PDF",C-sharp Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/g-sharp-minor,Minor,G-sharp Minor,g sharp minor chord,g# minor chord,g sharp minor piano chord,"G-sharp Minor Piano Chord (G♯m): Notes, Inversions & PDF",G-sharp Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/b-flat-major,Major,B-flat Major,b flat major chord,bb major chord,b flat major piano chord,"B-flat Major Piano Chord (B♭): Notes, Inversions & PDF",B-flat Major Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/g-minor,Minor,G Minor,g minor chord,g minor piano chord,gm piano chord,"G Minor Piano Chord (Gm): Notes, Inversions & PDF | PianoGrid",G Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/d-flat-major,Major,D-flat Major,d flat major chord,db major chord,d flat major piano chord,"D-flat Major Piano Chord (D♭): Notes, Inversions & PDF",D-flat Major Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-flat-major,Major,E-flat Major,e flat major chord,eb major chord,e flat major piano chord,"E-flat Major Piano Chord (E♭): Notes, Inversions & PDF",E-flat Major Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-sharp-major,Major,F-sharp Major,f sharp major chord,f# major chord,f sharp major piano chord,"F-sharp Major Piano Chord (F♯): Notes, Inversions & PDF",F-sharp Major Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/f-minor,Minor,F Minor,f minor chord,f minor piano chord,fm piano chord,"F Minor Piano Chord (Fm): Notes, Inversions & PDF | PianoGrid",F Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/b-flat-minor,Minor,B-flat Minor,b flat minor chord,bb minor chord,b flat minor piano chord,"B-flat Minor Piano Chord (B♭m): Notes, Inversions & PDF",B-flat Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
/chords/e-flat-minor,Minor,E-flat Minor,e flat minor chord,eb minor chord,e flat minor piano chord,"E-flat Minor Piano Chord (E♭m): Notes, Inversions & PDF",E-flat Minor Piano Chord,GENERATED_WITHOUT_ORIGINAL_KEYWORD_MAPPING,,UNVERIFIED_DETAIL
